species_old,species,Genus,Family,Order,Jetz_Order,Jetz_Family,Jetz_Genus,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Tail.Length,Mass,ExtinctionType,ExtinctionPeriod,IslandEndemic,Isl_group_map,LAT,LON,Isl_group_map2,LAT2,LON2,Isl_group_map3,LAT3,LON3
Grallistrix orion,Grallistrix_orion,Grallistrix,Strigidae,Strigiformes,STRIGIFORMES,Strigidae,Extinct,34.05,19.37,10.12,16.15,59.84,240.51,52.28,134.09,410.04,EP,EP,Yes,Hawaiian Islands,22.453145,-161.146893,NA,NA,NA,NA,NA,NA
Grus cubensis,Grus_cubensis,Grus,Gruidae,Gruiformes,GRUIFORMES,Gruidae,Grus,129.21,74.71,13.41,19.74,232.32,613.04,232.78,215.22,5820,EPU,EP,Yes,"Cuba, Jamaica and Cayman Islands",19.936934,-78.983243,NA,NA,NA,NA,NA,NA
Grus pagei,Grus_pagei,Grus,Gruidae,Gruiformes,GRUIFORMES,Gruidae,Grus,102.85,59.53,10.95,15.61,177.74,497.07,208.57,169.75,3016.74,EP,EP,No,continental_Nearctic,49.060652,-103.045295,NA,NA,NA,NA,NA,NA
Grus sp./Caicos,Grus_sp./Caicos,Grus,Gruidae,Gruiformes,GRUIFORMES,Gruidae,Grus,123.3,71.3,12.86,18.77,221.84,583.79,223.28,205.21,5826,EP,EP,Yes,"Bahamas, Turks and Caicos",23.358701,-75.150565,NA,NA,NA,NA,NA,NA
Gymnogyps amplus,Gymnogyps_amplus,Gymnogyps,Cathartidae,Cathartiformes,ACCIPITRIFORMES,Cathartidae,Gymnogyps,95.17,57.56,28.42,34.33,116.81,709.41,271.3,370.76,8196.46,EP,EP,No,continental_Nearctic,49.060652,-103.045295,NA,NA,NA,NA,NA,NA
Gymnogyps howardae,Gymnogyps_howardae,Gymnogyps,Cathartidae,Cathartiformes,ACCIPITRIFORMES,Cathartidae,Gymnogyps,91.06,54.99,27.27,32.9,112.34,672.91,261.06,362.64,7434.6,EP,EP,No,continental_Neotropical,-12.193695,-58.142315,NA,NA,NA,NA,NA,NA
Gymnogyps varonai,Gymnogyps_varonai,Gymnogyps,Cathartidae,Cathartiformes,ACCIPITRIFORMES,Cathartidae,Gymnogyps,102.08,61.57,29.96,36.72,129.96,761.38,281.57,398.36,9765.82,EPU,EP,Yes,"Cuba, Jamaica and Cayman Islands",19.936934,-78.983243,NA,NA,NA,NA,NA,NA
Gyps melitensis,Gyps_melitensis,Gyps,Accipitridae,Accipitriformes,ACCIPITRIFORMES,Accipitridae,Gyps,79.7,47.97,23.63,34,108.33,591.42,244.72,277.52,6788.16,EP,EP,No,continental_Palearctic,57.499934,80.873219,NA,NA,NA,NA,NA,NA
Haematopus meadewaldoi,Haematopus_meadewaldoi,Haematopus,Haematopodidae,Charadriiformes,CHARADRIIFORMES,Haematopodidae,Haematopus,86.63,61.96,8.6,14.23,53.24,249.67,110.92,104.89,700,EH,EH,Yes,Canary Islands,28.004018,-15.596451,NA,NA,NA,NA,NA,NA
Hemignathus lucidus,Hemignathus_lucidus,Hemignathus,Fringillidae,Passeriformes,PASSERIFORMES,Fringillidae,Hemignathus,28.26,22.59,3.84,5.01,21.57,73.66,15.12,47,27.1,EH,EH,Yes,Hawaiian Islands,22.453145,-161.146893,NA,NA,NA,NA,NA,NA
Hemignathus upupirostris,Hemignathus_upupirostris,Hemignathus,Fringillidae,Passeriformes,PASSERIFORMES,Fringillidae,Hemignathus,22.77,15.69,4.35,5.27,22.17,68.57,14.2,49.69,24.25,EP,EP,Yes,Hawaiian Islands,22.453145,-161.146893,NA,NA,NA,NA,NA,NA
Hemignathus vorpalis,Hemignathus_vorpalis,Hemignathus,Fringillidae,Passeriformes,PASSERIFORMES,Fringillidae,Hemignathus,32.2,21.87,5.82,7.35,32.27,93.97,16.65,70.35,59.28,EP,EP,Yes,Hawaiian Islands,22.453145,-161.146893,NA,NA,NA,NA,NA,NA
Henocitta brodkorbii,Henocitta_brodkorbii,Henocitta,Corvidae,Passeriformes,PASSERIFORMES,Corvidae,Extinct,36.92,23.67,10.26,12.09,41.7,171.11,30.27,160.93,159.06,EP,EP,No,continental_Nearctic,49.060652,-103.045295,NA,NA,NA,NA,NA,NA
Heteralocha acutirostris,Heteralocha_acutirostris,Heteralocha,Callaeidae,Passeriformes,PASSERIFORMES,Callaeatidae,Extinct,76.69,60.8,8.23,12.38,78.76,190,18.37,180.52,300,EH,EH,Yes,New Zealand,-41.437598,174.075856,NA,NA,NA,NA,NA,NA
Hieraaetus moorei,Hieraaetus_moorei,Hieraaetus,Accipitridae,Accipitriformes,ACCIPITRIFORMES,Accipitridae,Hieraaetus,80.64,44.9,23.56,39.74,136.16,783.36,263.63,435.06,12750,EP,EP,Yes,New Zealand,-41.437598,174.075856,NA,NA,NA,NA,NA,NA
Himatione fraithii,Himatione_fraithii,Himatione,Fringillidae,Passeriformes,PASSERIFORMES,Fringillidae,Himatione,17.68,10.38,3.52,4.12,21.81,61,15.94,46,13.89,EH,EH,Yes,Hawaiian Islands,22.453145,-161.146893,NA,NA,NA,NA,NA,NA
Hovacrex roberti,Hovacrex_roberti,Hovacrex,Rallidae,Gruiformes,GRUIFORMES,Rallidae,Extinct,55.78,30,7.13,13.23,76.77,221.04,31.54,90.6,692.71,EPU,EP,Yes,Madagascar,-18.745556,46.914274,NA,NA,NA,NA,NA,NA
Hypotaenidia dieffenbachii,Hypotaenidia_dieffenbachii,Hypotaenidia,Rallidae,Gruiformes,GRUIFORMES,Rallidae,Gallirallus,38.03,19.72,3.86,7.82,37.77,121,14.03,72,274.6,EH,EH,Yes,New Zealand Outlying Islands (East),-47.757303,179.03928,NA,NA,NA,NA,NA,NA
Hypotaenidia owstoni,Hypotaenidia_owstoni,Hypotaenidia,Rallidae,Gruiformes,GRUIFORMES,Rallidae,Gallirallus,38.7,21.2,4.8,8.2,43.4,112,17,49,226,EW,EW,Yes,Marquesas,-9.555453,-139.438929,NA,NA,NA,NA,NA,NA
Hypotaenidia pacifica,Hypotaenidia_pacifica,Hypotaenidia,Rallidae,Gruiformes,GRUIFORMES,Rallidae,Gallirallus,26.26,14.78,3.59,6.34,35.01,98.02,15.84,40.49,99.2,EH,EH,Yes,Society Islands,-17.208191,-151.278983,NA,NA,NA,NA,NA,NA
Hypotaenidia poeciloptera,Hypotaenidia_poeciloptera,Hypotaenidia,Rallidae,Gruiformes,GRUIFORMES,Rallidae,Gallirallus,47.15,26.39,6.01,11.37,62.53,178.36,25.47,72.9,519.08,EH,EH,Yes,Fiji Islands,-17.839196,179.456641,NA,NA,NA,NA,NA,NA
Hypotaenidia ripleyi,Hypotaenidia_ripleyi,Hypotaenidia,Rallidae,Gruiformes,GRUIFORMES,Rallidae,Gallirallus,32.33,18.76,4.53,8.19,38.94,118.68,18.96,47.61,230.5,EP,EP,Yes,Cook Islands,-20.219417,-158.905882,NA,NA,NA,NA,NA,NA
Hypotaenidia sp./Norfolk,Hypotaenidia_sp./Norfolk,Hypotaenidia,Rallidae,Gruiformes,GRUIFORMES,Rallidae,Gallirallus,34.42,19.45,4.6,8.36,45.14,127.83,19.86,52.94,226,EH,EH,Yes,Norfolk Island,-29.037746,167.958311,NA,NA,NA,NA,NA,NA
Hypotaenidia steadmani,Hypotaenidia_steadmani,Hypotaenidia,Rallidae,Gruiformes,GRUIFORMES,Rallidae,Gallirallus,21.87,11.99,3.02,5.5,32.77,80.76,11.58,46.16,89.6,EP,EP,Yes,Austral Islands,-23.013194,-150.247724,NA,NA,NA,NA,NA,NA
Hypotaenidia vavauensis,Hypotaenidia_vavauensis,Hypotaenidia,Rallidae,Gruiformes,GRUIFORMES,Rallidae,Gallirallus,50.8,27.65,6.57,12.6,69.01,152.21,6.91,105.89,560.48,EH,EH,Yes,Niue and Tonga Islands,-20.083178,-172.434056,NA,NA,NA,NA,NA,NA
Hypotaenidia wakensis,Hypotaenidia_wakensis,Hypotaenidia,Rallidae,Gruiformes,GRUIFORMES,Rallidae,Gallirallus,25.7,15.6,4.1,5.8,35,93.5,30.9,32.5,99.2,EH,EH,Yes,Wake Island,19.296912,166.626428,NA,NA,NA,NA,NA,NA
Hypsipetes cowlesi,Hypsipetes_cowlesi,Hypsipetes,Pycnonotidae,Passeriformes,PASSERIFORMES,Pycnonotidae,Hypsipetes,28.35,17.76,5.94,6.52,24.42,129.66,29.25,107.64,57.52,EP,EP,Yes,Mascarene Islands,-20.143514,59.622511,NA,NA,NA,NA,NA,NA
Ixobrychus novaezelandiae,Ixobrychus_novaezelandiae,Ixobrychus,Ardeidae,Pelecaniformes,PELECANIFORMES,Ardeidae,Ixobrychus,61.29,43.27,11.33,10.67,49,148.33,45.11,49.32,150,EH,EH,Yes,New Zealand,-41.437598,174.075856,NA,NA,NA,NA,NA,NA
Lalage sp./Eua,Lalage_sp./Eua,Lalage,Campephagidae,Passeriformes,PASSERIFORMES,Campephagidae,Lalage,19.25,10.92,5.56,5.26,22.13,98.83,25.42,75.2,30.3,EP,EP,Yes,Niue and Tonga Islands,-20.083178,-172.434056,NA,NA,NA,NA,NA,NA
Larus sp./Kauai,Larus_sp./Kauai,Larus,Laridae,Charadriiformes,CHARADRIIFORMES,Laridae,Larus,46.15,24.66,7.14,12.77,51.76,352.4,193.95,132.98,535,EP,EP,Yes,Hawaiian Islands,22.453145,-161.146893,NA,NA,NA,NA,NA,NA
Leptoptilos robustus,Leptoptilos_robustus,Leptoptilos,Ciconiidae,Ciconiiformes,CICONIIFORMES,Ciconiidae,Leptoptilos,326.95,309.83,53.17,79.02,282.08,822.72,313.55,349.68,16000,EP,EP,Yes,Lesser Sunda Islands,-8.53635,119.394501,NA,NA,NA,NA,NA,NA
Lophopsittacus bensoni,Lophopsittacus_bensoni,Lophopsittacus,Psittacidae,Psittaciformes,PSITTACIFORMES,Psittacidae,Psittacula,38.75,28.86,16.85,29.74,27.56,218.28,76.75,153.57,352.89,EH,EH,Yes,Mascarene Islands,-20.143514,59.622511,NA,NA,NA,NA,NA,NA
Lophopsittacus mauritianus,Lophopsittacus_mauritianus,Lophopsittacus,Psittacidae,Psittaciformes,PSITTACIFORMES,Psittacidae,Psittacula,46.32,34.02,19.47,35.35,33.67,245.39,84.66,175.15,577.56,EH,EH,Yes,Mascarene Islands,-20.143514,59.622511,NA,NA,NA,NA,NA,NA
Loxioides kikuchi,Loxioides_kikuchi,Loxioides,Fringillidae,Passeriformes,PASSERIFORMES,Fringillidae,Loxioides,16.05,10.26,6.92,8.86,24.08,90.75,18.09,69.81,39.09,EP,EP,Yes,Hawaiian Islands,22.453145,-161.146893,NA,NA,NA,NA,NA,NA
Loxops wolstenholmei,Loxops_wolstenholmei,Loxops,Fringillidae,Passeriformes,PASSERIFORMES,Fringillidae,Loxops,11.45,7.58,4.25,3.6,19.45,66.9,15.25,45.3,11,EH,EH,Yes,Hawaiian Islands,22.453145,-161.146893,NA,NA,NA,NA,NA,NA
Macropygia arevarevauupa,Macropygia_arevarevauupa,Macropygia,Columbidae,Columbiformes,COLUMBIFORMES,Columbidae,Macropygia,20.53,9.62,3.68,4.78,23.49,174.27,56.97,160.4,169.5,EP,EP,Yes,Society Islands,-17.208191,-151.278983,NA,NA,NA,NA,NA,NA
Macropygia heana,Macropygia_heana,Macropygia,Columbidae,Columbiformes,COLUMBIFORMES,Columbidae,Macropygia,18.79,8.84,3.44,4.41,21.51,160.3,53.71,148.09,85.85,EP,EP,Yes,Marquesas,-9.555453,-139.438929,NA,NA,NA,NA,NA,NA
Malacorhynchus scarletti,Malacorhynchus_scarletti,Malacorhynchus,Anatidae,Anseriformes,ANSERIFORMES,Anatidae,Malacorhynchus,68.7,49.99,22.47,17.61,38.75,238.87,99.77,81.29,800,EP,EP,Yes,New Zealand,-41.437598,174.075856,NA,NA,NA,NA,NA,NA
Mascarenotus grucheti,Mascarenotus_grucheti,Mascarenotus,Strigidae,Strigiformes,STRIGIFORMES,Strigidae,Otus,28.29,16.09,9.05,14.61,46.33,185.7,50.3,110.22,359.57,EH,EH,Yes,Mascarene Islands,-20.143514,59.622511,NA,NA,NA,NA,NA,NA
Mascarenotus murivorus,Mascarenotus_murivorus,Mascarenotus,Strigidae,Strigiformes,STRIGIFORMES,Strigidae,Otus,27.48,15.8,8.92,14.3,42.98,192.84,51.6,110.29,306.85,EH,EH,Yes,Mascarene Islands,-20.143514,59.622511,NA,NA,NA,NA,NA,NA
Mascarenotus sauzieri,Mascarenotus_sauzieri,Mascarenotus,Strigidae,Strigiformes,STRIGIFORMES,Strigidae,Otus,30.07,17.17,9.36,15.08,50.06,210.64,52.15,121.74,365.38,EH,EH,Yes,Mascarene Islands,-20.143514,59.622511,NA,NA,NA,NA,NA,NA
Mascarinus mascarin,Mascarinus_mascarin,Mascarinus,Psittacidae,Psittaciformes,PSITTACIFORMES,Psittacidae,Extinct,36.2,28.12,15.97,30.38,20.74,205.5,98.48,151.5,191.01,EH,EH,Yes,Mascarene Islands,-20.143514,59.622511,NA,NA,NA,NA,NA,NA
Megadyptes waitaha,Megadyptes_waitaha,Megadyptes,Spheniscidae,Sphenisciformes,SPHENISCIFORMES,Spheniscidae,Megadyptes,61.07,33.54,11.35,18.4,34.2,130.75,9.76,61.25,4024.68,EP,EP,Yes,New Zealand,-41.437598,174.075856,NA,NA,NA,NA,NA,NA
Megalapteryx didinus,Megalapteryx_didinus,Megalapteryx,Megalapterygidae,Dinornithiformes,Extinct,Extinct,Extinct,66.1,24.92,23.69,24.74,163.77,234.35,8.56,73.06,21400,EP,EP,Yes,New Zealand,-41.437598,174.075856,NA,NA,NA,NA,NA,NA
Megapodius alimentum,Megapodius_alimentum,Megapodius,Megapodiidae,Galliformes,GALLIFORMES,Megapodiidae,Megapodius,27.06,12.59,6.72,8.64,62.48,205.94,50.21,77.04,780.26,EP,EP,Yes,Niue and Tonga Islands,-20.083178,-172.434056,NA,NA,NA,NA,NA,NA
Megapodius amissus,Megapodius_amissus,Megapodius,Megapodiidae,Galliformes,GALLIFORMES,Megapodiidae,Megapodius,32.86,15.4,7.99,10.42,72.16,237.07,56.08,82.07,1250.44,EP,EP,Yes,Fiji Islands,-17.839196,179.456641,NA,NA,NA,NA,NA,NA
Megapodius molistructor,Megapodius_molistructor,Megapodius,Megapodiidae,Galliformes,GALLIFORMES,Megapodiidae,Megapodius,38.56,17.97,9.21,12.31,87.61,291.74,66.6,110.16,3500,EP,EP,Yes,New Caledonia,-21.369993,166.149178,Niue and Tonga Islands,-20.083178,-172.434056,NA,NA,NA
Megapodius sp./Buka,Megapodius_sp./Buka,Megapodius,Megapodiidae,Galliformes,GALLIFORMES,Megapodiidae,Megapodius,26.13,12.15,6.48,8.24,60.83,198.36,48.38,74.29,681,EP,EP,Yes,Solomons Islands,-9.297116,160.4441,NA,NA,NA,NA,NA,NA
Megapodius sp./Eua,Megapodius_sp./Eua,Megapodius,Megapodiidae,Galliformes,GALLIFORMES,Megapodiidae,Megapodius,22.96,10.65,5.75,7.22,53.89,175.41,43.61,65.55,277.2,EP,EP,Yes,Niue and Tonga Islands,-20.083178,-172.434056,NA,NA,NA,NA,NA,NA
Megapodius sp./NewIreland,Megapodius_sp./NewIreland,Megapodius,Megapodiidae,Galliformes,GALLIFORMES,Megapodiidae,Megapodius,26.51,12.32,6.55,8.34,61.72,201.37,49,74.98,681,EP,EP,Yes,Bismarck Archipelago,-5.6367,151.116865,NA,NA,NA,NA,NA,NA
Megavitiornis altirostris,Megavitiornis_altirostris,Megavitiornis,Sylviornithidae,Galliformes,GALLIFORMES,Extinct,Extinct,63.85,33.93,17.72,26.61,115.02,390.23,38.09,305.1,9080.23,EP,EP,Yes,Fiji Islands,-17.839196,179.456641,NA,NA,NA,NA,NA,NA
Melamprosops phaeosoma,Melamprosops_phaeosoma,Melamprosops,Fringillidae,Passeriformes,PASSERIFORMES,Fringillidae,Melamprosops,16.9,10.7,6,7.4,23.6,71,11.7,34.5,25.5,EH,EH,Yes,Hawaiian Islands,22.453145,-161.146893,NA,NA,NA,NA,NA,NA
Meleagris californicus,Meleagris_californicus,Meleagris,Phasianidae,Galliformes,GALLIFORMES,Phasianidae,Meleagris,53.62,25.7,15.05,14.83,124.76,447.67,97.95,311.79,4457.77,EP,EP,No,continental_Nearctic,49.060652,-103.045295,NA,NA,NA,NA,NA,NA
Meleagris crassipes,Meleagris_crassipes,Meleagris,Phasianidae,Galliformes,GALLIFORMES,Phasianidae,Meleagris,48.34,23.28,13.98,13.63,109.32,403.14,91.97,278.71,3531.03,EP,EP,No,continental_Nearctic,49.060652,-103.045295,NA,NA,NA,NA,NA,NA
Melopyrrha latirostris,Melopyrrha_latirostris,Melopyrrha,Emberizidae,Passeriformes,PASSERIFORMES,Emberizidae,Melopyrrha,15.47,9.2,4.5,5.29,21.36,82.86,16.33,68.8,24.77,EP,EP,Yes,"Cuba, Jamaica and Cayman Islands",19.936934,-78.983243,NA,NA,NA,NA,NA,NA
Mergus australis,Mergus_australis,Mergus,Anatidae,Anseriformes,ANSERIFORMES,Anatidae,Mergus,65.93,40.89,8.68,10.4,43.58,186.75,67.41,75.25,900,EH,EH,Yes,Auckland Islands,-50.70139,166.094065,NA,NA,NA,NA,NA,NA
Microgoura meeki,Microgoura_meeki,Microgoura,Columbidae,Columbiformes,COLUMBIFORMES,Columbidae,Extinct,34.6,12.3,4.5,7.3,60.1,196.2,49.5,87.1,461.86,EH,EH,Yes,Solomons Islands,-9.297116,160.4441,NA,NA,NA,NA,NA,NA
Micropalama chapmani,Micropalama_chapmani,Micropalama,Scolopacidae,Charadriiformes,CHARADRIIFORMES,Scolopacidae,Calidris,40.21,27.43,3.69,5.06,29.18,125,58.63,53.53,83.45,EP,EP,No,continental_Neotropical,-12.193695,-58.142315,NA,NA,NA,NA,NA,NA
Milvago alexandri,Milvago_alexandri,Milvago,Falconidae,Falconiformes,FALCONIFORMES,Falconidae,Milvago,31.19,18.7,11.36,15.65,52.04,266.35,84.17,176.26,300.8,EP,EP,Yes,Hispaniola & Puerto Rico,18.622502,-69.234426,NA,NA,NA,NA,NA,NA
Milvago brodkorbi,Milvago_brodkorbi,Milvago,Falconidae,Falconiformes,FALCONIFORMES,Falconidae,Milvago,32.24,19.31,11.94,16.55,54.31,276.98,88.88,174.18,343.23,EP,EP,No,continental_Neotropical,-12.193695,-58.142315,NA,NA,NA,NA,NA,NA
Milvago carbo,Milvago_carbo,Milvago,Falconidae,Falconiformes,FALCONIFORMES,Falconidae,Milvago,38.88,22.95,13.38,18.93,68.84,331.41,96.03,220.86,512.57,EPU,EP,Yes,"Cuba, Jamaica and Cayman Islands",19.936934,-78.983243,NA,NA,NA,NA,NA,NA
Mitu mitu,Mitu_mitu,Mitu,Cracidae,Galliformes,GALLIFORMES,Cracidae,Mitu,60.5,36.4,21.6,47.1,109.1,395.8,28,345,2955.25,EW,EW,No,continental_Neotropical,-12.193695,-58.142315,NA,NA,NA,NA,NA,NA
Moho apicalis,Moho_apicalis,Moho,Mohoidae,Passeriformes,PASSERIFORMES,Extinct,Extinct,35.5,22.76,6.35,6.01,34.06,111,25.12,139,64.06,EH,EH,Yes,Hawaiian Islands,22.453145,-161.146893,NA,NA,NA,NA,NA,NA
Moho bishopi,Moho_bishopi,Moho,Mohoidae,Passeriformes,PASSERIFORMES,Extinct,Extinct,36.08,25.92,6.47,6.15,36.95,114,26.02,123,68.25,EH,EH,Yes,Hawaiian Islands,22.453145,-161.146893,NA,NA,NA,NA,NA,NA
Moho braccatus,Moho_braccatus,Moho,Mohoidae,Passeriformes,PASSERIFORMES,Extinct,Extinct,32.9,20.68,5.3,5.53,32.27,97.25,20.42,85.75,49.37,EH,EH,Yes,Hawaiian Islands,22.453145,-161.146893,NA,NA,NA,NA,NA,NA
Moho nobilis,Moho_nobilis,Moho,Mohoidae,Passeriformes,PASSERIFORMES,Extinct,Extinct,32.02,20.43,5.54,5.83,39.93,119.73,33.08,176.66,67.36,EH,EH,Yes,Hawaiian Islands,22.453145,-161.146893,NA,NA,NA,NA,NA,NA
Morus reyana,Morus_reyana,Morus,Sulidae,Suliformes,SULIFORMES,Sulidae,Morus,115.94,81.36,25.25,31.1,63.94,549.56,266.31,180.83,2643.4,EP,EP,No,continental_Nearctic,49.060652,-103.045295,NA,NA,NA,NA,NA,NA
Mullerornis modestus,Mullerornis_modestus,Mullerornis,Aepyornithidae,Aepyornithiformes,Extinct,Extinct,Extinct,115.33,43.52,27.26,27.36,284.31,344.61,12.59,143.34,107700,EP,EP,Yes,Madagascar,-18.745556,46.914274,NA,NA,NA,NA,NA,NA
Mundia elpenor,Mundia_elpenor,Mundia,Rallidae,Gruiformes,GRUIFORMES,Rallidae,Extinct,26.84,15.23,3.92,6.72,35,108.27,19,43.03,119.76,EH,EH,Yes,Ascension island,-7.941419,-14.370905,NA,NA,NA,NA,NA,NA
Mwalau walterlinii,Mwalau_walterlinii,Mwalau,Megapodiidae,Galliformes,GALLIFORMES,Megapodiidae,Extinct,39.83,19.83,10.32,14.28,89.27,302.64,69.35,142.67,1561.31,EP,EP,Yes,New Hebrides / Vanuatu,-15.880916,167.814649,NA,NA,NA,NA,NA,NA
Myadestes myadestinus,Myadestes_myadestinus,Myadestes,Turdidae,Passeriformes,PASSERIFORMES,Turdidae,Myadestes,19.17,9.42,5.91,5.5,32.98,103.67,23.55,86,50.74,EH,EH,Yes,Hawaiian Islands,22.453145,-161.146893,NA,NA,NA,NA,NA,NA
Myadestes woahensis,Myadestes_woahensis,Myadestes,Turdidae,Passeriformes,PASSERIFORMES,Turdidae,Myadestes,19.52,7.59,4.86,4.24,34.89,102,22.31,80,44.33,EH,EH,Yes,Hawaiian Islands,22.453145,-161.146893,NA,NA,NA,NA,NA,NA
Mycteria wetmorei,Mycteria_wetmorei,Mycteria,Ciconiidae,Ciconiiformes,CICONIIFORMES,Ciconiidae,Mycteria,208.05,190.75,31.18,43,176.06,447.49,178.68,181.84,2478.63,EP,EP,No,continental_Nearctic,49.060652,-103.045295,NA,NA,NA,NA,NA,NA
Myiagra freycineti,Myiagra_freycineti,Myiagra,Monarchidae,Passeriformes,PASSERIFORMES,Monarchidae,Myiagra,15.7,8.34,5.85,3.81,19.8,68,13.84,58.2,13.21,EH,EH,Yes,Mariana Islands,15.99253,145.811136,NA,NA,NA,NA,NA,NA
Myiagra sp./Tonga,Myiagra_sp./Tonga,Myiagra,Monarchidae,Passeriformes,PASSERIFORMES,Monarchidae,Myiagra,16.65,9.13,5.9,4.07,18.21,72.26,12.71,63.36,12.1,EP,EP,Yes,Niue and Tonga Islands,-20.083178,-172.434056,NA,NA,NA,NA,NA,NA
Myiagra sp./UaHuka,Myiagra_sp./UaHuka,Myiagra,Monarchidae,Passeriformes,PASSERIFORMES,Monarchidae,Myiagra,16.71,9.18,5.93,4.1,18.33,72.75,12.78,63.61,12.1,EP,EP,Yes,Marquesas,-9.555453,-139.438929,NA,NA,NA,NA,NA,NA
Nannococcyx psix,Nannococcyx_psix,Nannococcyx,Cuculidae,Cuculiformes,CUCULIFORMES,Cuculidae,Extinct,25.46,16.25,6.97,8.46,26.64,129.1,23.14,140.48,69.58,EH,EH,Yes,Saint Helena,-15.963769,-5.707724,NA,NA,NA,NA,NA,NA
Nannonetta invisitata,Nannonetta_invisitata,Nannonetta,Anatidae,Anseriformes,ANSERIFORMES,Anatidae,Extinct,34.58,21.24,13.84,11.31,33.36,203.41,90.51,65.08,492.75,EP,EP,No,continental_Neotropical,-12.193695,-58.142315,NA,NA,NA,NA,NA,NA
Natunaornis gigoura,Natunaornis_gigoura,Natunaornis,Columbidae,Columbiformes,COLUMBIFORMES,Columbidae,Extinct,62.75,30.37,9.98,13.94,98.21,467.31,104.86,343.01,3263.14,EP,EP,Yes,Fiji Islands,-17.839196,179.456641,NA,NA,NA,NA,NA,NA
Necropsar rodericanus,Necropsar_rodericanus,Necropsar,Sturnidae,Passeriformes,PASSERIFORMES,Sturnidae,Extinct,32.43,19.04,4.69,6.13,35.13,131.87,29.12,90.31,85.38,EH,EH,Yes,Mascarene Islands,-20.143514,59.622511,NA,NA,NA,NA,NA,NA
Necropsittacus rodricanus,Necropsittacus_rodricanus,Necropsittacus,Psittacidae,Psittaciformes,PSITTACIFORMES,Psittacidae,Psittacus,35.22,26.42,15.83,27.92,23.43,216.67,75.24,149.73,267.2,EH,EH,Yes,Mascarene Islands,-20.143514,59.622511,NA,NA,NA,NA,NA,NA
Neochen barbadiana,Neochen_barbadiana,Neochen,Anatidae,Anseriformes,ANSERIFORMES,Anatidae,Neochen,44.56,24.86,16.98,14.61,58.98,296.4,122.5,105.01,1250,EPU,EP,Yes,Windward and Leeward Islands,14.603884,-61.00752,NA,NA,NA,NA,NA,NA
Neochen pugil,Neochen_pugil,Neochen,Anatidae,Anseriformes,ANSERIFORMES,Anatidae,Neochen,52.3,28.67,19.12,16.78,72.95,349.93,137.45,123.99,1903.15,EP,EP,No,continental_Neotropical,-12.193695,-58.142315,NA,NA,NA,NA,NA,NA
Neogyps errans,Neogyps_errans,Neogyps,Accipitridae,Accipitriformes,ACCIPITRIFORMES,Accipitridae,Extinct,47.36,28.13,14.73,22.14,78.95,407.16,138.69,254.15,1439.95,EP,EP,No,continental_Nearctic,49.060652,-103.045295,NA,NA,NA,NA,NA,NA
Neophrontops americanus,Neophrontops_americanus,Neophrontops,Accipitridae,Accipitriformes,ACCIPITRIFORMES,Accipitridae,Extinct,45.06,26.85,14.06,20.66,74.27,388.35,133.9,238.02,2082,EP,EP,No,continental_Nearctic,49.060652,-103.045295,NA,NA,NA,NA,NA,NA
Neortyx peninsularis,Neortyx_peninsularis,Neortyx,Odontophoridae,Galliformes,GALLIFORMES,Odontophoridae,Extinct,24,10.53,8.16,10.14,39.34,169.22,48.57,90.07,249.7,EP,EP,No,continental_Nearctic,49.060652,-103.045295,NA,NA,NA,NA,NA,NA
Nesillas aldabrana,Nesillas_aldabrana,Nesillas,Acrocephalidae,Passeriformes,PASSERIFORMES,Sylviidae,Nesillas,17.4,9.7,3.3,3.7,24.9,70,8.6,92,20.08,EH,EH,Yes,Outer Islands,-9.44635,50.130363,NA,NA,NA,NA,NA,NA
Nesoenas cicur,Nesoenas_cicur,Nesoenas,Columbidae,Columbiformes,COLUMBIFORMES,Columbidae,Nesoenas,24.76,12.43,4.54,5.44,28.41,186.92,66.82,118.68,203.63,EH,EH,Yes,Mascarene Islands,-20.143514,59.622511,NA,NA,NA,NA,NA,NA
Nesoenas duboisi,Nesoenas_duboisi,Nesoenas,Columbidae,Columbiformes,COLUMBIFORMES,Columbidae,Nesoenas,27.28,13.53,4.96,6.01,31.38,203.83,70.02,132.48,273.52,EH,EH,Yes,Mascarene Islands,-20.143514,59.622511,NA,NA,NA,NA,NA,NA
Nesoenas rodericanus,Nesoenas_rodericanus,Nesoenas,Columbidae,Columbiformes,COLUMBIFORMES,Columbidae,Nesoenas,23.62,12.02,4.49,5.34,26.11,184.07,78.23,110.19,186.14,EH,EH,Yes,Mascarene Islands,-20.143514,59.622511,NA,NA,NA,NA,NA,NA
Nesotrochis debooyi,Nesotrochis_debooyi,Nesotrochis,Rallidae,Gruiformes,GRUIFORMES,Rallidae,Extinct,47.78,26.18,6.33,11.66,66.82,194.25,26.87,82.71,511.66,EP,EP,Yes,Hispaniola & Puerto Rico,18.622502,-69.234426,NA,NA,NA,NA,NA,NA
Nesotrochis picapicensis,Nesotrochis_picapicensis,Nesotrochis,Rallidae,Gruiformes,GRUIFORMES,Rallidae,Extinct,41.27,22.81,5.62,10.14,57.54,167.91,24.48,71.66,361.24,EP,EP,Yes,"Cuba, Jamaica and Cayman Islands",19.936934,-78.983243,NA,NA,NA,NA,NA,NA
